"","age","sumcal","openness","aoristic_sum","dendro"
"58",5900,0.06635271932497,0.0242928959462286,0.471244421739471,0
"59",5950,0.0592171767750071,0.0997407374281594,0.471244421739471,0
"60",6000,0.0540115830131769,0.0742165210369088,0.471244421739471,0
"61",6050,0.0474485253468157,0.102850246855243,0.471244421739471,0
"62",6100,0.0509311501305675,0.0322185193525437,0.471244421739471,0
"63",6150,0.0483271741434102,0.00215815676036457,0.471244421739471,0
"64",6200,0.048757292943207,-0.0506850515785487,0.471244421739471,0
"65",6250,0.049973770217287,-0.082990986548852,0.471244421739471,0
"66",6300,0.0466129032685083,-0.148351821639134,0.471244421739471,0
"67",6350,0.0308649963091025,-0.169873195410304,0.471244421739471,0
"68",6400,0.029696608083309,-0.217747059757621,0.471244421739471,0
"69",6450,0.0269865781592054,-0.252535631680826,0.471244421739471,0
"70",6500,0.0243630591254879,-0.229672250609207,0.274069290696605,0
"71",6550,0.0201209083578369,-0.25454559396997,0.274069290696605,0
"72",6600,0.017377695913228,-0.275154303988306,0.274069290696605,0
"73",6650,0.0134287974153295,-0.295576294667974,0.274069290696605,0
"74",6700,0.0107933086259128,-0.339686061514382,0.274069290696605,0
"75",6750,0.0100696104922095,-0.335459548186237,0.274069290696605,0
"76",6800,0.00809204944114464,-0.331121741424294,0.274069290696605,0
"77",6850,0.00690545943855147,-0.307124229673931,0.274069290696605,0
"78",6900,0.00472891432395027,-0.379629880166542,0.274069290696605,0
"79",6950,0.00344408166765929,-0.481231196887739,0.274069290696605,0
"80",7000,0.0027255300857834,-0.572219988446461,0.263036213531263,0
"81",7050,0.00276959683996515,-0.584561859311773,0.263036213531263,0
"82",7100,0.00282257491041575,-0.558309763154394,0.263036213531263,0
"83",7150,0.00295517470800648,-0.550253177381666,0.263036213531263,0
"84",7200,0.00383505781935565,-0.595948652880712,0.263036213531263,0
"85",7250,0.0039777889086428,-0.6206497561208,0.263036213531263,0
"86",7300,0.00588077441032301,-0.669118050627743,0.263036213531263,0
"87",7350,0.00941123053916671,-0.708101976241077,0.263036213531263,0
"88",7400,0.00902474999378418,-0.73009535644773,0.263036213531263,0
"89",7450,0.00995654278226425,-0.764593725399299,0.263036213531263,0
"90",7500,0.0105989091015228,-0.714226091032336,0.263036213531263,0
"91",7550,0.0104466689392617,-0.703030375294701,0.263036213531263,0
"92",7600,0.00499171522365359,-0.689720794045144,0.263036213531263,0
"93",7650,0.0045578708181475,-0.70880605311243,0.263036213531263,0
"94",7700,0.0114939223420245,-0.734169663076742,0.263036213531263,0
"95",7750,0.0111481058305284,-0.753663802713306,0.263036213531263,0
"96",7800,0.00822191894333163,-0.817119776428283,0.263036213531263,0
"97",7850,0.00596168149360892,-0.846477926052258,0.263036213531263,0
"98",7900,0.00515877716803919,-0.838409684107384,0.263036213531263,0
"99",7950,0.00365740949282609,-0.814292379474108,0.263036213531263,0
